Anon_ID,Moved,Des_Deflated_AGI,Change_AGI,Des_Age,Entering_Relationship,Dissolution_of,Child_Aged_Out,Additional_Child,Des_Number.of.Dependents,Race,Ed_Attain,Disability_Status,Gender,Com_per_0.5km_one_year,Res_per_0.5km_one_year,Mix_per_0.5km_one_year,Violent_Crimes_0.1km_one_year,Non_Violent_Crimes_0.1km_one_year,evictions,Org_Est_Rent_Adj,High_School_Grad,fit,se.fit,residual.scale,UL,LL,PredictedProb,Relationship_Status,Dependent_Status
f40a64a8,0,10964,7676,19,No,No,No,No,0,Hispanic,High School,Disabled,Female,5,54,7,4,85,12,1148.459238,Yes,-2.716530231,0.208093629,1,0.090407726,0.042112177,0.062004963,No Change,No Change
f42bd223,0,21389,-4570,22,No,No,No,No,0,Multi,College,Disabled,Female,7,37,18,12,69,26,1119.854814,Yes,-2.45689601,0.208021138,1,0.114135812,0.053930623,0.078935718,No Change,No Change
f4344632,0,-5355,-22832,21,No,No,No,No,0,White,College,No,Female,1,1,1,1,1,15,1436.998962,Yes,-1.354551642,0.155938857,1,0.259434181,0.159736252,0.20512723,No Change,No Change
f44a7aa0,0,11775,-26093,40,No,No,No,No,0,Black,High School,No,Female,9,66,18,6,37,8,1555.393369,Yes,-1.879933307,0.116185973,1,0.160810647,0.108354747,0.132396534,No Change,No Change
f4914d9c,0,28368,2774,52,Yes,No,Yes,No,0,Black,Some College,No,Female,1,94,4,3,3,42,834.0180683,Yes,-1.418323326,0.361076242,1,0.329463207,0.106592204,0.194924568,Got Married,Empty Nester
f4aeb92f,0,17943,-7093,37,No,No,No,No,1,Black,Some College,No,Female,6,124,8,4,32,48,721.1534983,Yes,-1.885428457,0.101077672,1,0.156129109,0.110706901,0.131766593,No Change,No Change
f4b8e209,0,8446,-16345,62,No,No,No,No,0,Black,College,Disabled,Male,1,1,1,1,1,6,2100.517753,Yes,-2.09252927,0.189760336,1,0.151794023,0.078387561,0.10982506,No Change,No Change
f4c931d2,1,11693,-1902,50,No,No,No,No,0,Hispanic,Some College,No,Male,92,3,57,8,33,15,2367.804385,Yes,-2.155729328,0.162506888,1,0.137380905,0.077683696,0.103797051,No Change,No Change
f4f461b4,0,-8557,-19684,21,No,No,No,No,0,Black,High School,No,Female,3,53,4,7,34,10,1467.869271,Yes,-1.45187684,0.121914583,1,0.229184046,0.155666794,0.189712887,No Change,No Change
f54a5427,0,18911,-2144,54,No,No,Yes,No,0,Black,No High School,No,Female,16,110,22,12,47,31,930.0196302,No,-1.939283211,0.183004632,1,0.170711355,0.091291034,0.125726624,No Change,Empty Nester
f5757bde,1,9630,3259,24,No,No,No,No,0,Hispanic,Some College,No,Female,10,67,6,1,11,5,897.1235156,Yes,-1.751358855,0.131380305,1,0.183344049,0.118275369,0.147875889,No Change,No Change
f577f0ee,0,12108,3277,49,No,No,No,No,0,Black,College,Disabled,Female,9,87,10,6,61,41,649.3786711,Yes,-2.706984094,0.146652828,1,0.081694417,0.047678431,0.062562496,No Change,No Change
f58c7845,0,14796,8659,37,No,No,No,No,4,Hispanic,Some College,No,Female,13,72,7,1,39,50,663.1719453,Yes,-2.505540975,0.208615822,1,0.109422464,0.051444927,0.075470649,No Change,No Change
f590a309,0,1385,-33338,61,No,No,No,No,0,White,Advanced Degree,No,Female,11,28,36,4,49,2,1534.033566,Yes,-2.813855731,0.170957966,1,0.077359369,0.041133328,0.056580015,No Change,No Change
f5ccf666,0,2069,118,21,No,No,No,No,0,Hispanic,Some College,No,Male,31,38,22,14,33,22,1160.09715,Yes,-1.537741403,0.13279257,1,0.21798154,0.142092889,0.176863848,No Change,No Change
f5ecc1ce,0,8029,2766,30,No,No,No,Yes,1,Black,High School,No,Female,9,76,9,35,77,31,728.8066776,Yes,-1.503318205,0.192322462,1,0.244832333,0.132357837,0.181931147,No Change,Had Child
f60c5d66,1,30393,9418,25,No,No,No,No,0,Black,College,No,Male,14,88,17,7,26,15,1064.910699,Yes,-1.39602675,0.10131436,1,0.23192905,0.168737287,0.198447363,No Change,No Change
f62c98bf,0,38026,11548,40,No,No,No,Yes,1,White,Advanced Degree,Disabled,Female,2,1,4,2,31,11,1166.038901,Yes,-2.248895122,0.224611801,1,0.14080064,0.063617572,0.095444812,No Change,Had Child
f688eec6,1,18812,-25057,27,No,No,No,No,0,White,College,No,Female,1,1,1,1,1,12,1297.553904,Yes,-1.435129557,0.160306803,1,0.245839148,0.148131612,0.192300698,No Change,No Change
f6b9e5b0,0,-13168,-20499,22,No,No,No,No,0,White,Some College,No,Female,12,185,28,15,26,22,938.6496844,Yes,-1.528581218,0.167026237,1,0.231260071,0.135175502,0.178201365,No Change,No Change
f6c8a721,0,58706,18332,29,No,No,No,Yes,2,Multi,College,No,Male,1,55,5,7,20,33,1433.266002,Yes,-1.618815582,0.249922624,1,0.244351744,0.108257581,0.165368281,No Change,Had Child
f6f63665,0,14572,-3477,56,No,No,No,No,0,White,Some College,No,Female,99,33,67,3,51,2,1877.29708,Yes,-2.71382023,0.148830208,1,0.081501936,0.047176786,0.062162765,No Change,No Change
f7440abd,0,-11457,-12512,42,No,No,No,No,1,Black,Some College,Disabled,Female,12,55,19,20,43,38,1279.046019,Yes,-2.016949926,0.138648693,1,0.148653833,0.092063042,0.117434744,No Change,No Change
f7b491fb,0,17244,2495,29,No,No,No,Yes,2,Hispanic,Some High School,No,Female,6,53,18,16,65,11,1061.507279,No,-1.853807344,0.197972775,1,0.187584773,0.09605618,0.135426491,No Change,Had Child
f7fa366f,0,6200,5170,43,No,No,No,No,0,White,College,Disabled,Male,1088,52,147,16,37,6,2492.326148,Yes,-0.508228109,0.622845221,1,0.670964046,0.150714928,0.37560899,No Change,No Change
f851eb7d,0,21165,937,49,No,No,No,No,2,Hispanic,Some College,No,Female,36,23,14,18,51,22,1036.83174,Yes,-2.398218536,0.132760715,1,0.105457203,0.065471356,0.083308643,No Change,No Change
f881cd75,0,18614,-22780,61,No,No,No,No,0,Multi,High School,No,Male,28,115,28,36,134,22,1662.805613,Yes,-3.204950258,0.23670573,1,0.060596553,0.024870365,0.03897986,No Change,No Change
f8995955,0,49838,9715,44,No,No,Yes,No,0,Black,Some High School,No,Male,12,84,11,11,36,18,758.9189151,No,-1.482621989,0.198668488,1,0.251010207,0.133309063,0.18503171,No Change,Empty Nester
f89c9cea,0,16210,13926,47,No,No,No,No,0,White,High School,No,Female,11,113,13,15,30,8,701.3644227,Yes,-2.165596265,0.152000544,1,0.133810951,0.078455655,0.102882779,No Change,No Change
f89e537d,0,25035,-3670,70,No,No,No,No,0,White,Some High School,No,Female,9,198,23,5,28,6,1315.106017,No,-2.533858821,0.17692711,1,0.100916571,0.05311914,0.073518376,No Change,No Change
f8abdfcc,0,11565,5358,51,No,No,No,No,0,Black,Some College,No,Female,3,108,4,2,9,11,915.7301245,Yes,-1.998251681,0.108421623,1,0.143595155,0.098788563,0.119386607,No Change,No Change
f8f5417a,1,-9579,-24312,42,No,No,No,No,0,Hispanic,Some High School,No,Female,22,76,13,1,3,0,1180.0083,No,-1.732560854,0.162831528,1,0.1956966,0.113879644,0.150260311,No Change,No Change
f9181985,0,8658,7015,22,No,No,No,No,0,Asian,College,No,Male,69,29,46,1,15,8,1459.454941,Yes,-1.589268186,0.176450714,1,0.223840415,0.126185884,0.169486883,No Change,No Change
f926896b,0,35532,-7120,60,No,No,Yes,No,1,Asian,High School,No,Female,16,237,26,12,31,4,1769.966168,Yes,-2.378735618,0.265685304,1,0.134937223,0.052179333,0.084808651,No Change,Empty Nester
f9271902,0,-18729,-20145,23,No,No,No,No,0,Black,Some College,No,Female,9,87,30,17,37,26,887.3062061,Yes,-1.423005819,0.11541737,1,0.232047147,0.161213874,0.194190798,No Change,No Change
f94ebef4,0,18585,3695,47,No,No,No,No,1,Asian,No High School,No,Female,368,21,156,73,197,0,2994.94047,No,-2.315969327,0.330961731,1,0.158786584,0.04904846,0.089808996,No Change,No Change
f96c96bc,0,36682,-2748,53,No,No,No,No,1,Black,Some College,No,Male,6,62,7,1,1,34,766.6530029,Yes,-1.788843242,0.111336846,1,0.172127593,0.118463296,0.143214604,No Change,No Change
f9b3eb6a,0,48472,27438,31,No,No,No,No,2,Hispanic,High School,No,Male,14,56,14,3,38,10,925.2518335,Yes,-2.17804974,0.165193439,1,0.135372259,0.075730068,0.10173902,No Change,No Change
f9c71f8c,0,4261,-28054,44,No,No,No,No,0,White,High School,No,Male,5,44,11,1,3,0,877.7448019,Yes,-1.851960509,0.151233828,1,0.174287242,0.104482814,0.135642875,No Change,No Change
fa0eecab,0,13281,-1392,64,No,No,No,No,0,White,Some High School,No,Male,9,22,2,1,1,36,882.4757976,No,-1.993905468,0.165854139,1,0.158580052,0.089563231,0.119844295,No Change,No Change
fa29eb69,0,-10878,-30389,37,No,No,No,No,0,Hispanic,Advanced Degree,No,Male,40,41,45,15,41,11,1255.63708,Yes,-1.949476057,0.141579534,1,0.158160349,0.097354412,0.1246105,No Change,No Change
fa6e6419,0,41456,14188,59,No,Yes,No,No,0,Black,High School,Disabled,Female,27,13,14,11,49,22,1334.956924,Yes,-1.662900723,0.340493333,1,0.269820437,0.088647037,0.159372994,Got Divorced,No Change
fb0bae95,0,2801,-10826,23,No,No,No,Yes,1,White,Some College,No,Male,37,23,16,27,77,19,2417.045581,Yes,-1.456678121,0.245085303,1,0.273624389,0.125972819,0.188975924,No Change,Had Child
fb4d182c,0,10611,-28156,51,No,No,No,No,0,Multi,Some College,Disabled,Male,4,83,3,11,11,28,722.0616797,Yes,-2.240242115,0.212044756,1,0.138878711,0.065629372,0.09619449,No Change,No Change
fbc9658b,0,11345,2091,53,No,No,No,Yes,2,White,High School,No,Female,1,45,3,11,65,16,928.9160656,Yes,-2.648264653,0.206337446,1,0.095881857,0.045101651,0.066096047,No Change,Had Child
fbcc9e22,0,-14364,-26078,22,No,No,No,No,0,Black,High School,No,Male,18,109,11,12,28,16,985.870058,Yes,-1.221514944,0.124313158,1,0.273316383,0.187678054,0.227669958,No Change,No Change
fc055c0c,1,-16500,-17415,25,No,No,No,No,1,Black,High School,Lost Disabilty Benifits,Female,7,103,5,6,19,21,827.7622797,Yes,-1.617875032,0.276859166,1,0.254409553,0.103352346,0.165498138,No Change,No Change
fc408319,0,38290,-3588,60,No,No,No,No,0,Multi,High School,No,Female,410,121,166,11,62,24,3270.276717,Yes,-2.460281648,0.278572715,1,0.128500877,0.047142781,0.078689916,No Change,No Change
fc988ac5,0,-21134,-29558,37,No,No,No,No,1,Multi,Some College,No,Female,37,78,72,36,75,23,1660.373221,Yes,-2.224550652,0.198783592,1,0.137651446,0.068232235,0.097567394,No Change,No Change
fca08b8f,0,-8001,-12031,65,No,No,No,No,0,White,Some College,No,Female,398,173,217,20,74,3,2848.851859,Yes,-2.641910499,0.243256095,1,0.102925956,0.042342761,0.066489355,No Change,No Change
fca22fef,1,6612,2641,77,Yes,No,No,No,0,Black,No High School,No,Male,92,3,57,8,33,15,2367.804385,No,-1.898030908,0.361747248,1,0.233436705,0.068685718,0.130331499,Got Married,No Change
fcaee7fd,0,-17801,-25422,20,No,No,No,No,0,Black,Some College,No,Female,12,28,15,10,24,40,1440.93915,Yes,-1.200176379,0.125820739,1,0.278167889,0.190496847,0.231443841,No Change,No Change
fcb27d9f,0,-6142,-19495,67,No,No,No,No,0,Multi,Some College,No,Female,4,99,5,22,52,49,1222.655881,Yes,-2.748099988,0.199829735,1,0.086555744,0.041496415,0.060194045,No Change,No Change
fcd9aea0,0,29398,17385,26,No,No,No,No,0,Hispanic,College,No,Male,9,81,13,6,29,17,796.8464648,Yes,-1.831152401,0.134822797,1,0.172658811,0.109544226,0.138101047,No Change,No Change
fcf3c345,0,-5532,-20013,32,No,No,No,Yes,4,Hispanic,Some High School,No,Female,26,36,14,19,52,13,2142.586423,No,-1.598958468,0.240031617,1,0.244438673,0.112104714,0.168127234,No Change,Had Child
fd0f03aa,0,-3106,-32095,25,No,No,Yes,No,1,Black,High School,Became Disabled,Female,11,45,27,8,58,12,967.3028906,Yes,-2.11163914,0.475269359,1,0.235032203,0.045513388,0.107970695,No Change,Empty Nester
fd3c04f5,0,12283,8951,42,No,No,Yes,No,0,Hispanic,High School,No,Female,68,193,126,11,63,4,1578.182122,Yes,-2.685876823,0.224846604,1,0.095766258,0.042024228,0.063811894,No Change,Empty Nester
fd82aca8,0,22499,11201,41,No,No,No,Yes,2,Black,Some College,Disabled,Female,17,56,11,2,20,28,1030.919208,Yes,-1.968352461,0.191175732,1,0.168871264,0.087619232,0.122565959,No Change,Had Child
fd8bf84e,0,14346,10242,23,No,No,No,No,0,Black,Some College,No,Female,2,34,11,4,46,41,924.3166553,Yes,-1.774725473,0.113978889,1,0.174894712,0.119400021,0.144955654,No Change,No Change
fd92c9c0,0,4188,-19820,34,No,Yes,No,No,3,Hispanic,Some High School,Disabled,Female,11,85,36,2,45,17,866.4079175,No,-1.568370848,0.368919346,1,0.300422045,0.091833317,0.172448764,Got Divorced,No Change
fde212c6,0,-17742,-20874,21,No,No,No,No,0,Asian,College,No,Female,9,66,16,2,16,8,957.1262384,Yes,-1.702778488,0.182788696,1,0.206768935,0.112941161,0.154102727,No Change,No Change
fe0c8077,0,25632,14190,52,No,No,No,No,0,White,Some College,No,Male,5,101,14,21,83,54,754.2009136,Yes,-2.632365317,0.184311743,1,0.093543684,0.047715101,0.067084268,No Change,No Change
fe11101d,0,5849,-18350,28,No,No,No,No,0,White,College,No,Male,10,88,21,3,18,18,1051.707976,Yes,-1.656864627,0.134755043,1,0.198969936,0.127751821,0.160183333,No Change,No Change
fe55b289,0,32399,21847,24,No,No,No,No,1,Asian,High School,No,Male,1,1,1,1,1,18,817.62104,Yes,-1.52768283,0.193825948,1,0.240894082,0.129252781,0.178332968,No Change,No Change
fe8617b2,0,15604,10036,42,No,No,No,No,0,Black,High School,No,Female,15,84,4,1,12,45,591.1991716,Yes,-1.814409447,0.112910634,1,0.168947549,0.115503851,0.140106048,No Change,No Change
fe92b37a,0,19429,-2190,47,No,No,Yes,No,2,Asian,Some High School,No,Male,41,403,175,6,76,15,2296.810272,No,-2.864891208,0.346724331,1,0.101077296,0.028073042,0.053916657,No Change,Empty Nester
feb4aa85,0,34946,953,63,No,No,No,No,0,Black,Some College,No,Female,71,62,78,14,49,4,1395.446649,Yes,-2.45684021,0.130394606,1,0.099636789,0.062244817,0.078939775,No Change,No Change
fed35311,0,53705,1193,54,No,No,No,No,0,Black,High School,No,Male,1,90,9,4,28,13,885.2538647,Yes,-2.060959154,0.116686059,1,0.13796992,0.091982624,0.112949695,No Change,No Change
fefe8582,0,4127,-1096,62,No,No,Yes,No,0,Multi,Some College,Disabled,Female,8,94,35,14,54,2,1011.82174,Yes,-3.174218402,0.251130658,1,0.064043749,0.02493007,0.040147541,No Change,Empty Nester
ff0e3a2d,0,-7348,-16437,50,No,No,No,No,0,Hispanic,High School,No,Female,120,46,114,31,73,12,1658.144548,Yes,-2.413717576,0.175547328,1,0.112082382,0.059648186,0.082132626,No Change,No Change
ff4aaddb,0,69576,30286,28,Yes,No,No,No,0,Asian,Advanced Degree,No,Male,16,89,18,12,43,28,932.806564,Yes,-1.480333796,0.375502343,1,0.322053826,0.098294634,0.185377007,Got Married,No Change
ff709552,0,13431,9102,20,No,No,No,No,0,Hispanic,Some High School,No,Male,2,73,3,1,4,2,831.9221411,No,-1.263782403,0.168850034,1,0.282349638,0.168719674,0.22032346,No Change,No Change
ff8850ff,0,3086,221,23,No,No,No,No,0,Black,High School,Disabled,Female,10,70,9,27,69,42,888.815186,Yes,-1.74983729,0.154050542,1,0.190325242,0.113873014,0.148067722,No Change,No Change
ffdfc1c1,0,40408,32009,33,No,No,No,No,1,Multi,College,Disabled,Female,18,71,14,5,27,17,961.4981908,Yes,-2.443955406,0.211788968,1,0.116207078,0.054214788,0.079881704,No Change,No Change
fff943f5,0,6281,-10455,30,No,No,No,No,0,Black,High School,No,Male,354,222,161,10,85,2,1873.148792,Yes,-1.91929649,0.216174664,1,0.183083561,0.087623874,0.127940037,No Change,No Change
00303dc0,0,3731,-22211,44,No,No,No,No,3,Black,Some College,No,Female,2,48,20,22,63,74,2370.15204,Yes,-1.929999422,0.228084986,1,0.184981823,0.084939885,0.126750644,No Change,No Change
00e64d69,0,8390,-16627,35,No,No,No,No,2,Hispanic,Some College,No,Female,5,142,19,20,38,8,1059.467057,Yes,-1.965112469,0.142385117,1,0.15629764,0.095852037,0.122914825,No Change,No Change
00f3e310,0,18823,3217,61,No,No,No,No,0,White,High School,No,Female,354,222,161,10,85,2,1873.148792,Yes,-2.935041797,0.226544013,1,0.07649043,0.032956083,0.050448258,No Change,No Change
1039116,0,33213,6532,52,No,No,No,No,0,Asian,College,No,Female,13,97,35,1,19,3,1279.067915,Yes,-2.437589874,0.168887527,1,0.108459859,0.059044224,0.080350827,No Change,No Change
015d028d,0,36445,-711,59,No,Yes,No,No,2,Hispanic,Advanced Degree,No,Female,23,83,20,3,51,14,1436.222878,Yes,-2.040989229,0.335975035,1,0.200611291,0.063002849,0.114966041,Got Divorced,No Change
01a39a53,0,-1349,-24768,50,No,No,No,No,0,Asian,Some College,No,Female,27,55,24,12,40,11,1442.683685,Yes,-2.305260633,0.167100067,1,0.121559481,0.067058523,0.090688214,No Change,No Change
01f524b1,1,12433,1888,42,No,No,No,No,0,Black,High School,No,Male,2,38,21,1,22,15,1297.996995,Yes,-1.873204483,0.103101005,1,0.158274043,0.11152255,0.133171372,No Change,No Change
0219d7b5,0,11714,187,53,No,No,No,No,0,White,High School,Disabled,Male,13,71,13,2,21,4,962.9503361,Yes,-2.53012622,0.149441091,1,0.09645741,0.056092251,0.073773021,No Change,No Change
0233147d,0,16019,258,48,No,No,No,No,0,Black,Advanced Degree,Disabled,Female,60,109,75,7,65,30,1320.988063,Yes,-2.7318246,0.145670026,1,0.079708712,0.046648724,0.061121373,No Change,No Change
0233b772,1,26512,6743,50,No,No,Yes,No,1,Hispanic,GED,No,Female,19,64,22,5,48,4,1080.593079,No,-2.392989819,0.199330328,1,0.118961399,0.058212626,0.083708822,No Change,Empty Nester
026fafab,0,16950,1873,21,No,No,No,No,0,Hispanic,Some College,No,Male,56,205,165,1,18,3,1791.47439,Yes,-1.937137164,0.225079858,1,0.183025762,0.084842958,0.125962706,No Change,No Change
02c5ce41,0,5970,-1536,48,No,No,No,No,0,Black,High School,No,Female,12,79,11,10,36,17,1083.236638,Yes,-2.059017632,0.086248247,1,0.131247768,0.097258471,0.113144366,No Change,No Change
02ed5c19,0,42449,-4908,60,No,No,No,No,0,Black,High School,No,Female,22,105,11,3,90,27,653.1889115,Yes,-3.071975405,0.171618697,1,0.060904921,0.032035584,0.044278158,No Change,No Change
03326c25,0,1410,-20579,31,No,No,No,No,0,Black,High School,No,Male,10,52,17,23,87,38,1279.046019,Yes,-1.860013626,0.125374754,1,0.165995363,0.108539386,0.134701464,No Change,No Change
036e4be9,0,1881,134,68,No,No,No,No,0,White,Advanced Degree,Disabled,Male,23,134,30,3,30,4,1094.594395,Yes,-3.003029975,0.165249426,1,0.06421547,0.034659171,0.047289177,No Change,No Change
040571d9,0,29907,2932,51,No,No,No,No,1,Black,High School,No,Female,23,29,23,16,47,20,1003.972818,Yes,-2.129476693,0.092556855,1,0.124764475,0.090225216,0.106264681,No Change,No Change
0447617e,0,40388,-3630,49,No,No,No,No,0,Black,Some College,No,Male,3,103,6,1,13,15,741.2884277,Yes,-1.845090643,0.105154276,1,0.162602777,0.113931888,0.136450343,No Change,No Change
045d7978,1,19455,6285,20,No,No,No,No,0,Black,High School,No,Female,9,70,7,3,46,16,723.9346655,Yes,-1.747335703,0.10827785,1,0.177247099,0.123514642,0.148383559,No Change,No Change
04680fc4,0,36541,-2036,55,No,No,No,No,0,Asian,High School,No,Female,34,41,6,3,25,33,819.2758096,Yes,-2.36615667,0.179645487,1,0.117735479,0.061904329,0.085790093,No Change,No Change
046f923d,0,583,-645,52,No,No,No,No,0,White,High School,No,Male,2,102,2,1,5,6,927.294895,Yes,-2.136157532,0.141346659,1,0.13480588,0.08217188,0.105631852,No Change,No Change
4983737,1,31055,6264,27,No,No,No,No,0,White,College,No,Male,5,66,5,1,13,28,921.2785712,Yes,-1.59586451,0.134980834,1,0.208944068,0.134653296,0.168560401,No Change,No Change
04e8c6a8,0,-16171,-21423,34,No,No,No,No,1,White,High School,Disabled,Female,6,185,24,9,36,22,953.3599319,Yes,-2.310677398,0.181187994,1,0.123949563,0.065021481,0.090242516,No Change,No Change
0532ca71,0,29671,17095,25,No,No,No,No,1,Black,Advanced Degree,No,Female,1,79,10,13,40,13,975.857915,Yes,-1.615269992,0.107930525,1,0.197225491,0.138618275,0.16585823,No Change,No Change
056d9f35,0,14597,-2195,59,No,No,Yes,No,0,Hispanic,Some College,No,Male,33,91,53,20,48,6,1441.943958,Yes,-2.394447405,0.199042823,1,0.118749732,0.058163628,0.083597091,No Change,Empty Nester
0583405e,0,14325,2260,44,No,No,Yes,No,0,Hispanic,Some High School,No,Male,18,70,17,9,50,17,1135.113005,No,-2.044313339,0.200347568,1,0.160888488,0.080394828,0.114628249,No Change,Empty Nester
0596b9fc,0,20773,-10053,59,No,No,No,No,0,Black,High School,No,Male,28,24,12,4,28,17,800.5495746,Yes,-2.162334069,0.1070029,1,0.124269219,0.085328244,0.103184263,No Change,No Change
05cb51be,0,13537,-4221,27,No,No,No,No,0,Hispanic,High School,No,Male,3,70,37,13,51,37,882.1291926,Yes,-1.972641891,0.1333727,1,0.153004066,0.096733979,0.122105405,No Change,No Change
05eecfb1,0,-6662,-18436,53,No,No,No,No,0,Black,High School,Disabled,Female,5,161,23,12,40,12,1048.083765,Yes,-2.433147938,0.145145343,1,0.104456221,0.061940867,0.080679675,No Change,No Change
05fb6a0a,0,22651,-20652,49,No,No,No,No,0,Black,Some College,No,Male,5,52,2,3,14,45,1519.108096,Yes,-1.657637365,0.129625911,1,0.197250126,0.128789521,0.160079408,No Change,No Change
062401bc,0,11445,7247,21,No,No,No,No,0,White,Some College,No,Male,6,56,7,4,85,12,1060.723674,Yes,-2.380742761,0.192686124,1,0.118880135,0.059613575,0.084652994,No Change,No Change
6529932,0,62333,30847,79,No,No,No,No,0,White,Advanced Degree,No,Male,1,1,2,1,1,5,1392.234276,Yes,-2.573217269,0.198117975,1,0.101114144,0.049194462,0.070882129,No Change,No Change
06737faa,0,-7259,-18588,37,No,No,No,No,0,Black,Some College,No,Male,8,99,7,31,27,4,1031.484611,Yes,-1.142514805,0.160042624,1,0.30389225,0.189049467,0.241858939,No Change,No Change
071812f2,0,25273,3974,54,No,No,No,No,1,Hispanic,High School,No,Female,10,87,27,3,36,2,1081.339585,Yes,-2.733573998,0.125870201,1,0.076783896,0.048324769,0.06102106,No Change,No Change
079df53f,0,9301,-121,68,No,No,No,No,0,White,High School,Disabled,Female,13,27,6,2,6,22,1115.588268,Yes,-2.696551933,0.158008594,1,0.084180569,0.047144371,0.063177125,No Change,No Change
07bc87c8,0,15432,-7288,65,No,Yes,No,No,0,Hispanic,High School,No,Male,3,103,6,1,13,15,741.2884277,Yes,-1.655551692,0.334337416,1,0.268892201,0.090228098,0.160360033,Got Divorced,No Change
08285cd9,0,-11273,-25418,66,No,No,No,No,0,Black,No High School,No,Male,1,64,3,4,25,28,972.7092737,No,-2.058495545,0.144857753,1,0.144974386,0.087670421,0.113196764,No Change,No Change
082b5654,1,-18346,-25352,27,No,No,No,No,2,Black,High School,No,Female,9,124,10,17,50,27,778.3883752,Yes,-1.701745479,0.135813895,1,0.192235365,0.122610247,0.154237433,No Change,No Change
8.46E+07,0,41925,9730,23,No,No,No,No,0,Black,Some College,No,Female,1,33,9,10,79,41,1007.3172,Yes,-1.978401978,0.137252814,1,0.153243311,0.09557246,0.121489291,No Change,No Change
08cded14,0,5894,4544,23,No,No,No,No,0,Hispanic,High School,Disabled,Male,6,91,11,1,18,28,787.8032786,Yes,-1.950710938,0.169007351,1,0.165279835,0.092627638,0.124475858,No Change,No Change
08ee724a,0,12389,-11466,47,No,No,No,No,4,Hispanic,Some High School,No,Male,13,45,15,16,39,38,1097.47574,No,-1.983420308,0.218618965,1,0.174375775,0.082268734,0.120954703,No Change,No Change
0909c40b,0,22002,-26740,61,No,No,No,No,0,Black,Some College,Became Disabled,Male,11,56,7,17,43,8,1181.534687,Yes,-2.354419611,0.447772042,1,0.185913304,0.037977177,0.086715119,No Change,No Change
0915a57b,0,-10240,-22436,64,No,No,No,No,0,Black,Some College,Lost Disabilty Benifits,Male,4,29,11,41,45,0,1467.230037,Yes,-1.84112982,0.311397269,1,0.226042982,0.079331229,0.136917726,No Change,No Change
09b1efb9,1,-11960,-22200,23,No,No,No,No,0,Black,High School,No,Male,8,101,6,5,13,28,762.3938095,Yes,-1.220206575,0.121779767,1,0.272590637,0.188636403,0.227900099,No Change,No Change
09f1a88d,0,21933,1653,23,No,No,No,No,0,Multi,Some College,No,Male,43,36,53,1,20,15,1252.005243,Yes,-1.847113027,0.18007421,1,0.183297021,0.099745238,0.136212217,No Change,No Change
0a21dc5e,0,19432,1583,71,No,No,No,No,0,Black,Advanced Degree,No,Female,28,94,5,19,93,48,689.3716326,Yes,-3.008787523,0.154590738,1,0.062632584,0.035169087,0.047030457,No Change,No Change
0a31e0aa,0,3508,-1452,78,No,No,No,No,0,Black,Some High School,Disabled,Male,16,126,25,9,44,13,758.7120224,No,-2.795979494,0.176232835,1,0.079397378,0.041431648,0.057541824,No Change,No Change
0a709ebe,0,15234,-11971,29,No,No,No,No,0,Hispanic,Advanced Degree,No,Male,10,103,37,8,28,8,1549.778068,Yes,-1.786550249,0.126751159,1,0.176809032,0.115578631,0.143496194,No Change,No Change
0a7f64c8,0,12453,10338,50,No,No,No,No,0,Black,No High School,Disabled,Female,71,172,118,7,15,4,2261.506552,No,-1.997909746,0.210011669,1,0.169906949,0.082448669,0.11942256,No Change,No Change
0a8983d8,0,10746,-2526,21,No,No,No,Yes,1,Black,High School,No,Female,17,83,21,14,38,16,1038.178758,Yes,-1.268532777,0.168397815,1,0.281208881,0.168178425,0.21950852,No Change,Had Child
0af0aaab,0,15815,-25407,29,No,No,No,No,0,White,College,No,Male,11,12,22,2,25,24,1366.871598,Yes,-1.68891708,0.160899799,1,0.202046336,0.11875421,0.155918308,No Change,No Change
0b8862dd,0,1231,-1328,23,No,No,No,No,0,Hispanic,Advanced Degree,Disabled,Male,16,16,21,12,42,10,1233.872446,Yes,-1.984276499,0.16918923,1,0.16074901,0.089815694,0.120863698,No Change,No Change
0c0ae8fd,0,28335,7190,53,No,No,No,No,2,Asian,High School,No,Female,111,53,71,4,62,8,1104.288398,Yes,-2.950266238,0.203897833,1,0.072384409,0.033898243,0.04972393,No Change,No Change
0c11ff42,0,54360,-3537,27,No,No,No,No,0,Asian,Advanced Degree,No,Female,11,119,16,19,84,15,751.0176529,Yes,-2.211781844,0.220332643,1,0.144311795,0.066382471,0.098697454,No Change,No Change
0c56c5f6,0,-10918,-22880,58,No,No,Yes,No,0,Hispanic,High School,Disabled,Female,2,67,12,36,107,15,942.5117395,Yes,-3.039366572,0.239018577,1,0.07103554,0.029089896,0.045678775,No Change,Empty Nester
0c65bbb9,0,12104,-37680,63,No,No,No,No,0,Black,Advanced Degree,No,Female,19,57,25,14,46,2,2048.419596,Yes,-2.244545492,0.160032432,1,0.126652996,0.071876926,0.095820999,No Change,No Change
0d0eeef2,0,3884,-11468,28,No,No,No,No,0,Black,Some College,No,Male,4,62,11,9,12,28,1062.223144,Yes,-1.210573171,0.099004658,1,0.265705028,0.197083647,0.229599651,No Change,No Change
